time,flux,flux_err,flux_norm,flux_err_norm
302.90950396340486,30376.746,7.2570024,1.0661944816840334,0.00025471378377551655
302.92993676886545,30377.729,7.2569814,1.0662289840357828,0.0002547130466957742
302.9503695742169,30382.674,7.2571993,1.0664025487655906,0.000254720694775577
302.9708023794519,30361.1,7.2560863,1.065645322176941,0.000254681629549232
302.9912350845698,30368.605,7.2550087,1.0659087404372458,0.00025464380682873846
303.0116679896819,30359.66,7.255685,1.0655947795660365,0.0002546675443063459
303.0321007946841,30354.912,7.256579,1.065428129346193,0.0002546989228439492
303.0525334994454,30357.064,7.255444,1.065503662470267,0.0002546590854388265
303.07296640421555,30345.654,7.255888,1.0651031824769188,0.00025467466941052206
303.0933992088685,30357.73,7.255545,1.0655270384278104,0.00025466263044139685
303.113831913397,30356.168,7.255854,1.065472213734593,0.0002546734760433201
303.13426471793355,30345.047,7.2553067,1.0650818773624613,0.00025465426634127287
303.154697622238,30344.355,7.2557845,1.0650575888299987,0.00025467103666036326
303.17513042653445,30341.434,7.254977,1.0649550645477404,0.00025464269418931786
303.195563130721,30345.102,7.255227,1.0650838078094054,0.0002546514689481554
303.2159960346762,30323.135,7.2540264,1.0643127872998632,0.00025460932904631373
303.2364288386234,30324.38,7.2561927,1.0643564855988745,0.00025468536408659333
303.2568615425771,30343.535,7.2551274,1.0650288076210115,0.00025464797308423454
303.2772944462995,30328.307,7.2541246,1.0644943195106955,0.0002546127757715852
303.2977271498967,30318.416,7.2540817,1.064147154952045,0.00025461127002296863
303.3181599535019,30319.26,7.253864,1.0641767785378804,0.00025460362896297285
303.3385927569907,30324.518,7.25429,1.064361329265753,0.0002546185811520321
303.3590255603558,30314.047,7.25206,1.0639938072665989,0.00025454031030320076
303.3794583636118,30323.178,7.2540336,1.0643142965583834,0.00025460958175936826
303.39989116675133,30322.336,7.252952,1.0642847431706184,0.00025457161864273327
303.4203239697672,30313.957,7.2536135,1.0639906483534174,0.00025459483665461757
303.44075677279034,30304.334,7.2540283,1.0636528903362406,0.0002546093957344809
303.46118957569706,30302.42,7.2533307,1.06358571078258,0.0002545849106474205
303.4816222783702,30298.785,7.252489,1.0634581257890812,0.000254555367789366
303.5020551810376,30301.58,7.2526903,1.0635562275928856,0.0002545624332251821
303.52248798371147,30312.113,7.253941,1.0639259257322313,0.00025460633158869486
303.5429206862609,30288.639,7.251856,1.063102010976416,0.0002545331500999893
303.5633535885863,30287.107,7.252552,1.0630482392542593,0.0002545575790285931
303.583786390911,30257.146,7.251738,1.061996637056126,0.0002545290084138179
303.60421909311845,30148.242,7.242476,1.0581742117103263,0.0002542039211484025
303.6246519952037,29714.775,7.220739,1.0429599381540957,0.00025344097341699096
303.64508479717915,29710.16,7.221092,1.0427979561059537,0.00025345336337646965
303.6655174990301,29700.71,7.2187486,1.0424662702218923,0.0002533711122970295
303.6859503007727,29883.26,7.229912,1.0488735991251072,0.00025376293686826015
303.706383202516,30252.082,7.2514586,1.0618188955411114,0.00025451920174334103
303.7268160041349,30273.219,7.2509737,1.062560783851313,0.00025450218222109963
303.74724870564387,30268.605,7.2511353,1.0623988369022062,0.0002545078542252122
303.767681607038,30263.674,7.251191,1.0622257635588934,0.00025450980924148127
303.7881144083076,30265.562,7.251657,1.0622920305376349,0.0002545261653919545
303.8085471094673,30248.938,7.2511845,1.0617085441739698,0.00025450958109775145
303.8289800106286,30241.4,7.250943,1.0614439676454988,0.00025450110468071437
303.8494128116654,30233.512,7.250739,1.0611671064546546,0.0002544939444775029
303.8698455125923,30243.354,7.250796,1.0615125511605732,0.00025449594512251783
303.89027831340354,30247.426,7.251146,1.0616554744325202,0.00025450822978489047
303.91071121409186,30251.234,7.2516236,1.0617891315591343,0.0002545249930841738
303.93114391478593,30258.559,7.2497964,1.0620462319930761,0.00025446086012678157
303.95157671524794,30224.496,7.2490706,1.0608506535519355,0.00025443538524692427
303.9720096157034,30244.496,7.2496676,1.0615526342589434,0.0002544563393710285
303.99244231604825,30231.62,7.2493258,1.0611006990797718,0.0002544443425207457
304.0128751162774,30220.54,7.248974,1.0607118017680894,0.0002544319946801094
304.0333079163829,30234.924,7.2493863,1.0612166662925695,0.0002544464660123844
304.05374081649643,30231.154,7.2500987,1.0610843429292984,0.000254471470565168
304.074173516492,30213.855,7.2480764,1.060477164716772,0.0002544004897859789
304.09460631637194,30227.893,7.249878,1.0609698849750209,0.00025446372420806615
304.11503921612893,30220.764,7.250205,1.0607196639520078,0.0002544752015926258
304.13547191577527,30215.27,7.248367,1.0605268298517927,0.0002544106895656517
304.1559047152987,30217.37,7.2490244,1.0606005378260286,0.00025443376367149104
304.1763376148301,30216.828,7.249149,1.0605815141488688,0.0002544381370112957
304.1967703142436,30222.656,7.249333,1.0607860713268908,0.00025444459523380023
304.2172031135415,30217.123,7.248178,1.060591868364297,0.0002544040558479705
304.23763591271563,30224.477,7.2485557,1.0608499866702639,0.0002544173127536223
304.25806871178065,30215.512,7.2479606,1.0605353238183475,0.0002543964253176853
304.2785015108384,30198.098,7.247549,1.0599241092167557,0.0002543819785547351
304.2989343096706,30244.004,7.2498345,1.061535365533551,0.00025446219740002846
304.3193671085028,30195.434,7.247746,1.0598306053865822,0.00025438889306469916
304.3397999072185,30206.213,7.248099,1.0602089378886241,0.0002544012830241778
304.36023270592705,30202.424,7.2487392,1.0600759476436816,0.0002544237534266091
304.38066550441,30203.945,7.248994,1.0601293332764494,0.0002544326966608164
304.40109830288566,30204.637,7.2485533,1.060153621808912,0.0002544172285159375
304.4215311012522,30178.854,7.24651,1.0592486633804727,0.00025434551065700605
304.44196379950154,30199.896,7.249342,1.0599872172823157,0.0002544449111251184
304.462396697636,30199.5,7.247176,1.059973318064317,0.0002543688866145494
